HostingPackageName,AssemblyName,Type,DiagnosticID
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1623
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1624
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1600
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1601
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1602
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1603
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1604
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1605
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1606
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1607
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1608
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1609
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1610
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1611
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1612
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1613
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1614
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1615
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1616
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1617
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1618
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1619
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1625
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1626
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1627
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1628
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1629
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1630
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1631
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1632
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1642
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1643
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1644
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1645
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1646
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1647
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1648
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1649
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1650
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1651
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1003
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1004
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1005
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1018
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1025
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1027
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1028
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1000
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1001
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1002
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1006
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1007
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1008
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1009
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1010
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1011
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1012
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1013
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1014
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1015
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1016
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1017
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1019
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1020
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1021
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1022
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1023
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1024
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1026
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1110
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1111
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1112
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1113
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1600
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1601
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1602
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1633
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1634
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1635
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1636
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1637
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1638
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1639
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1640
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1641
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1649
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1137
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1123
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1124
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1100
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1101
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1102
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1103
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1104
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1105
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1106
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1107
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1116
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1120
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1121
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1122
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1127
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1128
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1129
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1130
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1131
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1132
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1133
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1134
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1135
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1136
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1139
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SX1101
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1205
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1206
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1207
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1212
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1213
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1200
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1208
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1209
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1210
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1211
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1216
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1217
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1306
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1312
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1313
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1300
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1303
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1304
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1307
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1311
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1302
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1308
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1309
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1310
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1314
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SX1309
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SX1309S
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1119
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1119_p
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1400
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1402
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1404
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1407
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1408
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1410
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1411
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1412
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1413
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1500
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1501
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1502
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1503
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1519
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1520
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1504
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1505
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1506
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1507
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1508
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1509
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1510
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1511
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1512
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1513
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1514
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1515
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1516
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1517
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1518
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1633
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1634
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1635
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1636
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1637
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1638
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1640
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1641
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,CS1591
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1600
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1623
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1624
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,CS1591
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1600
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1609
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1610
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1615
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1616
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1617
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1626
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1629
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1642
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1643
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1649
StyleCop.Analyzers.1.1.118,StyleCop.Analyzers.CodeFixes,CODEFIX_PROVIDER,SA1651
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA0001
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA0002
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1000
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1001
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1002
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1003
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1004
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1005
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1006
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1007
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1008
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1009
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1010
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1011
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1012
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1013
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1014
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1015
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1016
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1017
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1018
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1019
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1020
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1021
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1022
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1023
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1024
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1025
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1026
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1027
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1028
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1100
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1101
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1106
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1107
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1108
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1109
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1102
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1103
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1104
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1105
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1110
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1111
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1112
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1113
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1114
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1115
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1116
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1117
StyleCop.Analyzers.Unstable.1.2.0.333,StyleCop.Analyzers,DIAGNOSTIC_ANALYZER,SA1118
